Pair,Procedure,prime_word,target_word,word2veccosine,LSA,Undirected,newdirected,pathlength,UPMFG_Cat,ACN_0.1,ACN.r.cat,zRTTarget_trim,mean_len_c,mean_logf_c,mean_ldtz_c,mean_conc_c,directedcollapsed,undirectedfac,kenettfac,directedfac,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,dijkstra_28,dijkstra_29,dijkstra_30,dijkstra_31,dijkstra_32,dijkstra_33,dijkstra_34,dijkstra_35,decay_28
WART-CONCENTRATE,S2,WART,CONCENTRATE,0.050436575,0.04,3,4,15,5,3,1,0.851752947,1.427193179,-1.573433083,0.19297201,-0.053880644,4,3,15,4,3,3,3,3,4,4,5,5,1.999882075,1.999882075,1.999882075,1.999882075,2.401254842,2.426841739,2.712637402,2.8400236,2.208191932
WASH-LAUNDRY,S1,WASH,LAUNDRY,0.390766303,0.48,1,2,1,2,1,5,-0.930458329,-0.572806821,-0.233433083,-0.10502799,0.901119356,2,1,1,2,1,1,1,1,1,1,1,1,0.609233471,0.609233471,0.609233471,0.609233471,0.609233471,0.609233471,0.609233471,0.609233471,0.609233471
WATERFALL-RAPID,S2,WATERFALL,RAPID,0.128811075,0.06,2,5,15,1,1,5,-0.224074322,0.927193179,-0.731933083,-0.10852799,0.246119356,5,2,15,5,3,3,3,3,3,3,3,3,1.763590784,1.763590784,1.763590784,1.763590784,1.763590784,1.763590784,1.763590784,1.763590784,1.959960125
WEAR-BUCKLE,S2,WEAR,BUCKLE,0.438317624,0.27,3,4,6,5,2,3,-0.468179575,-1.072806821,0.085066917,-0.07302799,0.421119356,4,3,6,4,1,1,1,1,1,1,1,1,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205,0.56168205
WEEK-WELCOME,S2,WEEK,WELCOME,0.117427296,0.32,4,4,6,5,3,1,0.04061721,-0.572806821,2.614566917,-0.17002799,-0.963880644,4,4,6,4,3,3,3,3,3,3,3,4,1.811433999,1.811433999,1.81959308,1.81959308,1.827343985,1.827343985,1.827343985,2.133255977,2.001013445
WELCOME-WEEK,S1,WELCOME,WEEK,0.117427296,0.32,4,5,6,5,3,1,-0.232564767,-0.572806821,2.614566917,-0.17002799,-0.963880644,5,4,6,5,3,3,3,3,3,3,3,4,1.79146318,1.79146318,1.79146318,1.79146318,1.827343985,1.827343985,1.827343985,2.140600988,1.954623359
WHISPER-CRACKLE,S2,WHISPER,CRACKLE,0.369671799,0.27,3,4,2,4,2,3,0.131132103,-0.072806821,0.626066917,-0.18752799,0.161119356,4,3,2,4,1,1,1,1,1,1,1,1,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999
WOMAN-PAL,S1,WOMAN,PAL,0.195169761,0.11,2,3,2,5,2,3,-0.280535162,-2.072806821,1.618066917,-0.29002799,0.456119356,3,2,2,3,2,2,2,2,2,2,2,2,0.884528263,0.884528263,0.884528263,0.884528263,0.884528263,0.884528263,0.884528263,0.884528263,0.909764638
WOODS-HONEY,S2,WOODS,HONEY,0.220750215,0.18,2,3,4,2,2,2,-0.514868388,-1.072806821,0.482066917,-0.21202799,1.136119356,3,2,4,3,2,2,2,2,2,2,2,3,1.161050833,1.161050833,1.161050833,1.279546406,1.298501251,1.298501251,1.298501251,1.597214082,1.207525401
WRITER-YEARLY,S2,WRITER,YEARLY,-0.02297832,0.01,3,5,3,2,2,1,0.684846723,-0.072806821,0.351566917,0.03197201,0.006119356,5,3,3,5,3,3,3,4,4,4,4,4,1.714687666,1.714687666,1.823641502,2.048040463,2.048040463,2.048040463,2.048040463,2.048040463,1.880145226
YEARLY-WRITER,S1,YEARLY,WRITER,-0.02297832,0.01,3,5,3,2,2,1,0.373773779,-0.072806821,0.351566917,0.03197201,0.006119356,5,3,3,5,3,3,3,4,4,4,4,4,1.714687666,1.835610242,1.835610242,2.224704906,2.224704906,2.224704906,2.224704906,2.960744112,1.903043521
ZUCCHINI-FIN,S1,ZUCCHINI,FIN,0.202066516,0.01,3,4,15,1,2,2,0.663683317,-0.572806821,-1.665433083,0.50847201,1.076119356,4,3,15,4,2,2,2,2,2,2,2,2,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.18202983
